,ColNames,Correlation
4192,narc11compl10,-0.2195745442719505
623,crime13math312,-0.21946304580654358
4890,gunhom12banks12,-0.21927074270402414
2312,prop14math513,-0.21889279945624524
1992,prop12hsaeng13,-0.21863462163048664
4523,caracc11hsaalg13,-0.21859432366100573
4522,caracc11hsaalg12,-0.21859432366100573
3016,domvio10compl10,-0.21838944808530783
328,crime11compl10,-0.21778892501349897
3023,domvio10sclemp13,-0.21768437533345208
677,crime14hsdipl13,-0.21721341858794985
3819,caslt11read312,-0.2166972156252372
646,crime13hsaeng11,-0.21628206485813178
3814,caslt11math311,-0.21626082514567485
4208,narc12wrkout11,-0.21619075045860653
2183,prop13sclemp13,-0.2161618625194187
2001,prop12hsaalg11,-0.21588612425209225
966,viol10math511,-0.21557767130913918
3704,caslt11wrkout11,-0.2149885597251943
1840,prop11compl10,-0.21425142655091972
153,crime10hsaalg11,-0.21418574119454706
4289,narc12hstud13,-0.2137190742103046
5200,gunhom13compl10,-0.21341812830600884
1343,viol12sclemp13,-0.2129049644524294
473,crime12read810,-0.21288538732810602
4286,narc12hstud10,-0.21267063267676145
465,crime12read510,-0.21221697833099795
3986,caslt12read311,-0.2119345771687627
818,crime14hsabio11,-0.21118845298968422
1168,viol11compl10,-0.2111599505747593
4288,narc12hstud12,-0.21113389276455383
472,crime12math813,-0.21111642107496922
2848,juvdrug11compl10,-0.21090550684655374
2008,prop12compl10,-0.2104034497650739
1988,prop12read813,-0.20975387240383947
824,crime14hsaalg10,-0.20973453905739697
1820,prop11read813,-0.20924085394038017
2167,prop13hsagov13,-0.20907985311941885
1804,prop11read313,-0.20807584020076555
3980,caslt12ready13,-0.20786204685500237
4681,caracc12hsabio10,-0.20744459724735376
3812,caslt11ready13,-0.2074320728941297
319,crime11hsagov13,-0.20688992265457415
3140,domvio11ready13,-0.20674074790324712
1511,viol13sclemp13,-0.20666271056703356
2132,prop13ready13,-0.20645076297010753
478,crime12hsaeng11,-0.20621083250268188
1518,viol14somecol13,-0.20613564968068535
3039,domvio11crehab12,-0.20559685444041673
2300,prop14ready13,-0.20554319978448085
309,crime11hsaeng10,-0.20526423211300585
1983,prop12math812,-0.20516329634096486
4656,caracc12math313,-0.20397844361218861
2164,prop13hsabio13,-0.20338810607911853
4660,caracc12read313,-0.20202177359966822
455,crime12math312,-0.20179960436032604
4360,narc12compl10,-0.20132641931494868
5384,arrest14wrkout11,-0.20121039969271423
962,viol10read311,-0.20121026849220483
1800,prop11math313,-0.20063395298213785
287,crime11math312,-0.20035965477126289
2149,prop13math810,-0.19979190619630766
2313,prop14read510,-0.1994995977637512
1151,viol11hsaeng12,-0.19930657808359642
2670,juvviol11hsagov11,-0.19900856407572598
4680,caracc12hsaeng13,-0.19771130321738842
503,crime12sclemp13,-0.19741011237061246
4216,narc12crehab13,-0.19713912263716807
4891,gunhom12banks13,-0.19705178639375281
3870,caslt12somecol13,-0.19654228553960387
2775,juvdrug11hstud11,-0.19625190823163158
2972,domvio10ready13,-0.19560970993596458
2165,prop13hsagov10,-0.19553992462788997
2144,prop13math513,-0.19545990136959926
2471,juvarr11math312,-0.19496819671333837
317,crime11hsagov10,-0.1943230120489014
2655,juvviol11math812,-0.19351285113809485
2321,prop14read810,-0.19338325791146696
2810,juvdrug11read311,-0.193356899820763
128,crime10math513,-0.19320504747797504
1808,prop11math513,-0.19297993765084384
2480,juvarr11math513,-0.19280632859370553
5539,arrest14compl13,-0.19186315894838352
5538,arrest14compl12,-0.19186315894838352
2333,prop14hsagov10,-0.1914070340337571
1996,prop12hsabio13,-0.18940126017425934
3037,domvio11crehab10,-0.18914655594398327
3856,caslt11compl10,-0.18898621933543996
2641,juvviol11read310,-0.1889046329088701
2645,juvviol11math510,-0.18870452137571816
1849,prop12unempl13,-0.18818617714594565
301,crime11math810,-0.1880677194778283
305,crime11read810,-0.1871860820372375
1819,prop11read812,-0.18718551138798678
284,crime11ready13,-0.18656103067412266
1134,viol11math511,-0.18646856172698045
3232,domvio12biz4_10,-0.18608120120663163
1124,viol11ready13,-0.18595877363913338
2774,juvdrug11hstud10,-0.1855597989472311
1350,viol13somecol13,-0.18528793661293833
2015,prop12sclemp13,-0.1849930483216757
2777,juvdrug11hstud13,-0.1846066029601282
5033,gunhom12compl11,-0.18395502332115254
4199,narc11sclemp13,-0.1838289434561574
4518,caracc11hsagov11,-0.18315784928776357
4889,gunhom12banks11,-0.18292043155082674
4865,gunhom11compl11,-0.1829185822714797
2332,prop14hsabio13,-0.18259792993280455
461,crime12math510,-0.18247236140068382
4371,caracc11unempr13,-0.18238773828393
2523,juvviol11unempr13,-0.1821577252443347
2679,juvviol11drop13,-0.181878943975195
2678,juvviol11drop12,-0.181878943975195
1796,prop11ready13,-0.1817994667281761
1681,prop11unempl13,-0.18047762186829583
2493,juvarr11hsaeng10,-0.18032335738203709
2776,juvdrug11hstud12,-0.17994429239408477
4871,gunhom11sclemp13,-0.17964617517609272
4470,caracc11susp10,-0.1793002430635903
3376,shoot11crehab13,-0.1791189172612804
4537,caracc12unempl13,-0.1789814706280714
650,crime13hsabio11,-0.17849544304910467
452,crime12ready13,-0.178423348580152
4513,caracc11hsabio10,-0.1779876936229514
5391,arrest14crehab12,-0.176950321545522
482,crime12hsabio11,-0.17673762058630582
2017,prop13unempl13,-0.1763393985890424
297,crime11read510,-0.1751039793864615
2145,prop13read510,-0.1729119602442483
4689,caracc12hsaalg11,-0.17243639096606053
4676,caracc12read813,-0.17230518325778282
3863,caslt11sclemp13,-0.17186380002726157
293,crime11math510,-0.1717344427920275
5156,gunhom13ready13,-0.17072654021653516
2320,prop14math813,-0.17007730545251867
3368,shoot11wrkout11,-0.16966280278024773
4670,caracc12math811,-0.1694072099041696
815,crime14hsaeng12,-0.16912028079764566
2153,prop13read810,-0.16885839446696568
160,crime10compl10,-0.16845827592736412
2871,domvio10crehab12,-0.16838670909369996
141,crime10hsaeng10,-0.1681850565667825
3476,shoot11ready13,-0.16806742712354356
4638,caracc12susp10,-0.16806367556568694
1,crime10unempl13,-0.16753241513045591
3375,shoot11crehab12,-0.1675200600506504
2155,prop13read812,-0.1669854222319273
2831,juvdrug11hsaeng12,-0.16611141020819706
656,crime13hsaalg10,-0.1660968224809695
2667,juvviol11hsabio12,-0.16567892592162103
2353,juvarr11unempl13,-0.1655723474059419
4502,caracc11math811,-0.1652558934967397
4693,caracc12drop11,-0.16471842994213742
3839,caslt11hsaeng12,-0.16411135417435305
4684,caracc12hsabio13,-0.16388670712824502
2325,prop14hsaeng10,-0.16384671069012005
795,crime14read312,-0.1633654150517568
2668,juvviol11hsabio13,-0.16294548882904264
4879,gunhom12wrkout10,-0.16283377040509808
2323,prop14read812,-0.16259082502428981
304,crime11math813,-0.16200546084088663
2664,juvviol11hsaeng13,-0.16158432410928758
1987,prop12read812,-0.16137069387458364
4669,caracc12math810,-0.16117331131294924
3872,caslt12wrkout11,-0.16095844228099618
310,crime11hsaeng11,-0.16088509712258883
1829,prop11hsagov10,-0.16079116996234658
1997,prop12hsagov10,-0.16070419715997492
3822,caslt11math511,-0.1601765893602755
4683,caracc12hsabio12,-0.15901564157870327
4367,narc12sclemp13,-0.1589699291253191
3308,domvio12ready13,-0.1588469217238076
1981,prop12math810,-0.15873623171928058
4512,caracc11hsaeng13,-0.15796000208869795
4671,caracc12math812,-0.15749088223023766
3228,domvio12biz2_10,-0.1574204679739463
2505,juvarr11hsaalg11,-0.15715429567012387
629,crime13math510,-0.15692169262420974
149,crime10hsagov10,-0.15689042050836632
1130,viol11read311,-0.15681409047068712
3205,domvio12crehab10,-0.15646993025014105
119,crime10math312,-0.15574313021317318
2501,juvarr11hsagov10,-0.15568233328120787
4673,caracc12read810,-0.155332662029906
4492,caracc11read313,-0.1553299381091195
1338,viol12compl12,-0.15499468023048824
1339,viol12compl13,-0.15499468023048824
1831,prop11hsagov13,-0.15433085393950569
755,crime14wstud11,-0.15403963926235678
2326,prop14hsaeng11,-0.1538209150946023
2644,juvviol11read313,-0.1537686889452084
2157,prop13hsaeng10,-0.1535241428653822
1821,prop11hsaeng10,-0.15346710103798145
756,crime14wstud12,-0.1529631130090381
3783,caslt11hstud11,-0.15205391846962138
1527,viol14crehab12,-0.1516161950626639
1976,prop12math513,-0.15062767107956337
1674,viol14compl12,-0.150269404063003
1675,viol14compl13,-0.150269404063003
4508,caracc11read813,-0.15024561187237817
125,crime10math510,-0.14890888206475458
1191,viol12crehab12,-0.1480872643124478
1007,viol10sclemp13,-0.14757174016938904
1817,prop11read810,-0.14746712478932483
797,crime14math510,-0.14732520699528392
4923,gunhom12neibus13,-0.14619545316913057
4922,gunhom12neibus12,-0.14576523306994307
4718,gunhom11crehab11,-0.14560573387103773
4864,gunhom11compl10,-0.1455670783158369
1999,prop12hsagov13,-0.14543778809217447
757,crime14wstud13,-0.1448704531669723
3782,caslt11hstud10,-0.14351901807057524
754,crime14wstud10,-0.14341431490442053
4488,caracc11math313,-0.1433111877234886
4579,caracc12biz4_13,-0.1430461608110931
1964,prop12ready13,-0.14267400721473797
2158,prop13hsaeng11,-0.14230587556168833
5059,gunhom13banks13,-0.14185558168072357
2152,prop13math813,-0.14146600028384798
4664,caracc12math513,-0.14115475139257264
3785,caslt11hstud13,-0.14114723344738903
2524,juvviol11lesshs13,-0.1411244388145354
4717,gunhom11crehab10,-0.14080274736185883
2489,juvarr11read810,-0.140275801993465
2640,juvviol11math313,-0.13978209242152892
3520,shoot11compl10,-0.13954057077170293
2330,prop14hsabio11,-0.13952753918739497
2660,juvviol11read813,-0.13891550150309628
2303,prop14math312,-0.13829116186915635
672,crime14empl13,-0.13779359752811302
1977,prop12read510,-0.13765770739812958
4675,caracc12read812,-0.13677666585677173
2511,juvarr11drop13,-0.13658483438669022
2510,juvarr11drop12,-0.13658483438669022
314,crime11hsabio11,-0.1363949942141398
1851,prop12unempr13,-0.13625679115395056
151,crime10hsagov13,-0.13601429002955653
2336,prop14hsaalg10,-0.13549834869868654
1985,prop12read810,-0.13521399961048985
2352,juvarr11empl13,-0.1345854137418784
2481,juvarr11read510,-0.13445082801915656
2439,juvarr11hstud11,-0.13415897677811892
4515,caracc11hsabio12,-0.13410801150815088
1809,prop11read510,-0.13407677871176907
3784,caslt11hstud12,-0.1340575704862411
488,crime12hsaalg10,-0.13340049532977943
587,crime13wstud11,-0.13333235149368539
5057,gunhom13banks11,-0.1330221958717701
2869,domvio10crehab10,-0.1330140403054404
4539,caracc12unempr13,-0.1327504606742456
1805,prop11math510,-0.13247118467056532
588,crime13wstud12,-0.13242422569134107
419,crime12wstud11,-0.13181771672065665
4193,narc11compl11,-0.13082343021301307
4921,gunhom12neibus11,-0.1305039049567895
137,crime10read810,-0.13024319850811447
834,crime14compl12,-0.13011614208954222
835,crime14compl13,-0.13011614208954222
1175,viol11sclemp13,-0.1298567687699459
1813,prop11math810,-0.12946539736882196
4711,gunhom11wrkout10,-0.12889347952031244
1799,prop11math312,-0.12869110420195953
4665,caracc12read510,-0.12862310674457628
335,crime11sclemp13,-0.12860576774182964
627,crime13read312,-0.12836468093148898
2441,juvarr11hstud13,-0.12834714492567684
1989,prop12hsaeng10,-0.1282997638599009
2019,prop13unempr13,-0.12811174345752505
2648,juvviol11math513,-0.12804050461156274
4521,caracc11hsaalg11,-0.12774176141839488
2135,prop13math312,-0.12768370175196142
420,crime12wstud12,-0.12737527802388224
4516,caracc11hsabio13,-0.12734192585826648
4655,caracc12math312,-0.1272216404792691
1990,prop12hsaeng11,-0.12716338316687914
5419,arrest14biz4_13,-0.12699281772700344
1359,viol13crehab12,-0.12655974148269558
418,crime12wstud10,-0.12608028571195348
794,crime14read311,-0.12589066669861043
1683,prop11unempr13,-0.1258829018732131
2512,juvarr11compl10,-0.12568194931954016
2943,domvio10hstud11,-0.12561775727503302
1847,prop11sclemp13,-0.12499835263554349
4503,caracc11math812,-0.12482227476207748
2503,juvarr11hsagov13,-0.12475809050877279
4403,caracc11biz1_13,-0.12425563465612317
251,crime11wstud11,-0.12400000512709212
133,crime10math810,-0.12363361960671505
3235,domvio12biz4_13,-0.12343608393420975
2576,juvviol11prbprl12,-0.12332770176974603
589,crime13wstud13,-0.12241679552703162
1973,prop12math510,-0.12196796874602907
2438,juvarr11hstud10,-0.12152983710434796
647,crime13hsaeng12,-0.12123461805318582
2185,prop14unempl13,-0.12121151716067322
586,crime13wstud10,-0.12113096777195632
4920,gunhom12neibus10,-0.12081780867887924
252,crime11wstud12,-0.12079856963280297
2942,domvio10hstud10,-0.12060641185058997
2347,prop14compl13,-0.12056426533184272
2346,prop14compl12,-0.12056426533184272
250,crime11wstud10,-0.12010583246102902
5058,gunhom13banks12,-0.11992168631483269
2639,juvviol11math312,-0.11971621873928964
4571,caracc12biz1_13,-0.11964622244263798
1506,viol13compl12,-0.11946067804085578
1507,viol13compl13,-0.11946067804085578
2440,juvarr11hstud12,-0.11902689478172034
4458,caracc11abse10,-0.11881990618816513
2970,domvio10ready11,-0.11841030248013727
3208,domvio12crehab13,-0.11817288232933941
169,crime11unempl13,-0.1180738265603335
1822,prop11hsaeng11,-0.11724375753238708
4703,caracc12sclemp13,-0.11719840026018624
504,crime13empl13,-0.11692316199921653
136,crime10math813,-0.11682201484893681
2659,juvviol11read812,-0.11654311760836969
1984,prop12math813,-0.11519569907987268
3818,caslt11read311,-0.11509260384220861
3403,shoot11biz4_13,-0.1150145542244684
421,crime12wstud13,-0.11441212511499749
4411,caracc11biz4_13,-0.11437429090280773
1387,viol13biz4_13,-0.11437215808808333
3060,domvio11biz2_10,-0.11425202670880776
129,crime10read510,-0.11412036699856798
3067,domvio11biz4_13,-0.11385834408862816
3185,domvio11compl11,-0.11338883051056214
2622,juvviol11susp10,-0.11318788136393332
116,crime10ready13,-0.11284695068122033
4988,gunhom12ready13,-0.11280240914520578
2804,juvdrug11ready13,-0.11273982480488627
4361,narc12compl11,-0.11244823232863922
320,crime11hsaalg10,-0.11213912541726598
142,crime10hsaeng11,-0.1109615348114811
4507,caracc11read812,-0.11036802303815711
2485,juvarr11math810,-0.10966972936200992
253,crime11wstud13,-0.10942468324340744
2607,juvviol11hstud11,-0.1091363970797842
4316,narc12ready13,-0.10908677434785358
3040,domvio11crehab13,-0.10828156940615603
5412,arrest14biz2_10,-0.10814910791998054
4424,caracc11prbprl12,-0.10794114526677545
2488,juvarr11math813,-0.10746100677614284
1782,prop11susp10,-0.10731435431537258
4487,caracc11math312,-0.10699147538264321
336,crime12empl13,-0.1067070916773473
3,crime10unempr13,-0.10638487286861159
2225,prop14biz4_11,-0.10636121784198511
4569,caracc12biz1_11,-0.10609888446488436
167,crime10sclemp13,-0.10602682610403436
3233,domvio12biz4_11,-0.10559835113927377
4687,caracc12hsagov13,-0.1053071469938681
2677,juvviol11drop11,-0.10518669449965976
790,crime14math311,-0.10486380206759804
2944,domvio10hstud12,-0.10422349776205053
4501,caracc11math810,-0.10412634659442431
1967,prop12math312,-0.10364401127888598
2141,prop13math510,-0.10344220761571746
2892,domvio10biz2_10,-0.10336151020364173
4685,caracc12hsagov10,-0.10311133589808573
2434,juvarr11wstud10,-0.10297584943439035
2636,juvviol11ready13,-0.1014803201847615
2057,prop13biz4_11,-0.10133720987401895
2327,prop14hsaeng12,-0.10120259034526978
3810,caslt11ready11,-0.10040232757892485
1816,prop11math813,-0.10038317050477591
4527,caracc11drop13,-0.09999634665687757
4526,caracc11drop12,-0.09999634665687757
846,viol10somecol13,-0.09958771942516441
4148,narc11ready13,-0.0991033033507552
4213,narc12crehab10,-0.09880675373150456
798,crime14math511,-0.09875012371498687
3353,domvio12compl11,-0.09840628626306805
1994,prop12hsabio11,-0.09840534700059789
2609,juvviol11hstud13,-0.09832357252950098
2649,juvviol11read510,-0.0977669988635807
2162,prop13hsabio11,-0.09757996724174307
5039,gunhom12sclemp13,-0.09730207129815621
1889,prop12biz4_11,-0.09726046944792421
1219,viol12biz4_13,-0.09682964335734386
2494,juvarr11hsaeng11,-0.09668254980206877
1555,viol14biz4_13,-0.09654487074619024
2606,juvviol11hstud10,-0.0961202976246868
3111,domvio11hstud11,-0.09598602492743252
2945,domvio10hstud13,-0.09533711518070921
622,crime13math311,-0.0947990683425466
2669,juvviol11hsagov10,-0.09478857879963386
2729,juvdrug11biz4_11,-0.09367601245602544
5155,gunhom13ready12,-0.09339541310743647
666,crime13compl12,-0.09289886813789566
667,crime13compl13,-0.09289886813789566
168,crime11empl13,-0.09283876364338006
2673,juvviol11hsaalg11,-0.09203419583162724
4496,caracc11math513,-0.09191795802577603
2608,juvviol11hstud12,-0.09059699938442482
2657,juvviol11read810,-0.0905508184562831
3879,caslt12crehab12,-0.09017678429848189
1826,prop11hsabio11,-0.09017345196685413
3110,domvio11hstud10,-0.09009005649489665
2602,juvviol11wstud10,-0.08938985073399157
3206,domvio12crehab11,-0.089328771547364
337,crime12unempl13,-0.08927133180990189
2435,juvarr11wstud11,-0.08924049883775345
4915,gunhom12biz4_13,-0.08890684498542076
2168,prop13hsaalg10,-0.08841118113376337
1950,prop12susp10,-0.08838614746264518
2610,juvviol11abse10,-0.08822362758322912
4661,caracc12math510,-0.08800723542430412
2187,prop14unempr13,-0.08773177888785567
5035,gunhom12compl13,-0.08641436187645737
5034,gunhom12compl12,-0.08641436187645737
377,crime12biz4_11,-0.0852476215845983
2653,juvviol11math810,-0.08459764018726201
2855,juvdrug11sclemp13,-0.08415115374923034
4867,gunhom11compl13,-0.08324988080122159
4866,gunhom11compl12,-0.08324988080122159
4652,caracc12ready13,-0.08303288503985784
713,crime14biz4_11,-0.08262763642701286
5091,gunhom13neibus13,-0.08217124071958522
4493,caracc11math510,-0.08180689391033193
2470,juvarr11math311,-0.08166360126963872
5090,gunhom13neibus12,-0.08129006442817993
2309,prop14math510,-0.08114494421639615
1014,viol11somecol13,-0.08107825493138143
5089,gunhom13neibus11,-0.08072259671729713
4405,caracc11biz2_11,-0.08031919120039219
4619,caracc12wstud11,-0.08014722273042212
547,crime13biz4_13,-0.07988759502095168
2896,domvio10biz4_10,-0.0797155118112908
5490,arrest14ready11,-0.07931802777598113
2436,juvarr11wstud12,-0.07925842355613343
626,crime13read311,-0.07823676726341926
102,crime10susp10,-0.07811577869001668
4505,caracc11read810,-0.07784959563653
4573,caracc12biz2_11,-0.07735304768159779
2603,juvviol11wstud11,-0.0773465087202908
459,crime12read312,-0.07714175655096243
3038,domvio11crehab11,-0.07699268553433347
379,crime12biz4_13,-0.0763930574459222
4497,caracc11read510,-0.07630780113151954
3907,caslt12biz4_13,-0.07613696322050013
4372,caracc11lesshs13,-0.07600606338566629
2178,prop13compl12,-0.07585408365201847
2179,prop13compl13,-0.07585408365201847
4027,caslt12compl13,-0.07561457638675786
4026,caslt12compl12,-0.07561457638675786
4626,caracc12abse10,-0.07552934037119458
3701,caslt11hsdipl13,-0.07498210158964272
5389,arrest14crehab10,-0.07480934258995815
505,crime13unempl13,-0.07471527720470934
4045,narc11crehab10,-0.07451282241493115
545,crime13biz4_11,-0.0739788900356411
4401,caracc11biz1_11,-0.07359994352326134
4409,caracc11biz4_11,-0.07344453244615415
5417,arrest14biz4_11,-0.07338524626748878
4620,caracc12wstud12,-0.07336886184269274
3112,domvio11hstud12,-0.07287454846457271
2307,prop14read312,-0.0727331240504556
5088,gunhom13neibus10,-0.07263937789003368
3138,domvio11ready11,-0.07244342562763179
4677,caracc12hsaeng10,-0.07225414779305461
2468,juvarr11ready13,-0.07224885235012055
146,crime10hsabio11,-0.07157476240740492
1763,prop11wstud11,-0.07113436559905771
286,crime11math311,-0.07040403321594799
152,crime10hsaalg10,-0.07029108501739241
2680,juvviol11compl10,-0.07023436692738981
2118,prop13susp10,-0.07018177611033753
2661,juvviol11hsaeng10,-0.06979682178078778
3474,shoot11ready11,-0.06949537732695875
3064,domvio11biz4_10,-0.06911801906415388
1764,prop11wstud12,-0.06884000524128575
4195,narc11compl13,-0.06872192214165919
4194,narc11compl12,-0.06872192214165919
1762,prop11wstud10,-0.06866422786535363
4574,caracc12biz2_12,-0.06828045895724308
3900,caslt12biz2_10,-0.06817518857883319
462,crime12math511,-0.06760021456566175
5083,gunhom13biz4_13,-0.06756740471400205
1891,prop12biz4_13,-0.06749229236579209
479,crime12hsaeng12,-0.067414847378547
2059,prop13biz4_13,-0.06693781403904468
454,crime12math311,-0.06643512286235666
3978,caslt12ready11,-0.06636594268052859
2267,prop14wstud11,-0.0659425432569637
2355,juvarr11unempr13,-0.0658743735668033
3199,domvio12wrkout10,-0.06584738695865554
4577,caracc12biz4_11,-0.0657297644562806
2268,prop14wstud12,-0.065641052080715
4747,gunhom11biz4_13,-0.06556844673547393
2604,juvviol11wstud12,-0.06542389341354309
1832,prop11hsaalg10,-0.06542127033635482
4517,caracc11hsagov10,-0.06452796623753898
3396,shoot11biz2_10,-0.06448965213578979
83,crime10wstud11,-0.0641311110920203
4621,caracc12wstud13,-0.06362957307914156
630,crime13math511,-0.06360965267353821
1884,prop12biz2_10,-0.06336135282554485
3113,domvio11hstud13,-0.06321363987355469
2052,prop13biz2_10,-0.06316215841913575
82,crime10wstud10,-0.06314454623235707
2693,juvdrug11hsdipl13,-0.062744015229002
4618,caracc12wstud10,-0.06257054684174058
2703,juvdrug11crehab12,-0.06245780088324692
5392,arrest14crehab13,-0.06245306329408483
2504,juvarr11hsaalg10,-0.06238240039012698
4578,caracc12biz4_12,-0.06220485756302735
2437,juvarr11wstud13,-0.06160410143154748
84,crime10wstud12,-0.0611033470812553
2266,prop14wstud10,-0.06039151734816222
2694,juvdrug11somecol13,-0.05951812330346803
157,crime10drop11,-0.05929817018766117
927,viol10hstud11,-0.058779346737252075
171,crime11unempr13,-0.05839350343240112
4696,caracc12compl10,-0.05821890298415232
2870,domvio10crehab11,-0.05821879226158605
2286,prop14susp10,-0.057785283881052904
311,crime11hsaeng12,-0.05751368686648285
1765,prop11wstud13,-0.05713079393023605
2269,prop14wstud13,-0.056694473774261255
3905,caslt12biz4_11,-0.056651378049880984
2671,juvviol11hsagov13,-0.05636432081145004
855,viol10crehab12,-0.05555349920690044
4925,gunhom12neiemp11,-0.055471773223956446
5080,gunhom13biz4_10,-0.05540021255064849
1023,viol11crehab12,-0.05534765562533041
5081,gunhom13biz4_11,-0.05532443823027104
4410,caracc11biz4_12,-0.0551663036460433
4451,caracc11wstud11,-0.05476341034787827
4896,gunhom12totemp10,-0.054713077857625296
4987,gunhom12ready12,-0.05441260469591783
2731,juvdrug11biz4_13,-0.05439188190376552
372,crime12biz2_10,-0.054210265171722075
4927,gunhom12neiemp13,-0.05365655877477565
4897,gunhom12totemp11,-0.0535249919265702
36,crime10biz2_10,-0.05333492924839873
4926,gunhom12neiemp12,-0.052729645545920335
4535,caracc11sclemp13,-0.052676319677059956
291,crime11read312,-0.052237969581708565
4898,gunhom12totemp12,-0.05223016253868721
3031,domvio11wrkout10,-0.05202037451236186
1890,prop12biz4_12,-0.05173022608631419
926,viol10hstud10,-0.051179835735099204
1458,viol13ready11,-0.05116257701068225
0,crime10empl13,-0.051080164215403706
5416,arrest14biz4_10,-0.05096244602680396
4899,gunhom12totemp13,-0.0505655209052506
2306,prop14read311,-0.0504549087342457
4592,caracc12prbprl12,-0.050447262238046575
4924,gunhom12neiemp10,-0.05011940023232327
2519,juvarr11sclemp13,-0.049953257860495495
4519,caracc11hsagov13,-0.04977103908293208
4450,caracc11wstud10,-0.04964483683356221
715,crime14biz4_13,-0.049394408771362176
4406,caracc11biz2_12,-0.04937241304473546
2704,juvdrug11crehab13,-0.04922909670784908
4452,caracc11wstud12,-0.04871793000333394
1095,viol11hstud11,-0.04851974031163632
1626,viol14ready11,-0.048444267395387285
2605,juvviol11wstud13,-0.0481659936130521
2000,prop12hsaalg10,-0.04793695412187417
4362,narc12compl12,-0.04790089307297784
4363,narc12compl13,-0.04790089307297784
85,crime10wstud13,-0.047656115724822826
211,crime11biz4_13,-0.0475000609092415
1723,prop11biz4_13,-0.047421653721113934
1931,prop12wstud11,-0.047031565100787306
3702,caslt11somecol13,-0.04700587424663578
4484,caracc11ready13,-0.04690960945203856
4820,gunhom11ready13,-0.046402154424157134
4818,gunhom11ready11,-0.04612922359532505
270,crime11susp10,-0.04601715953546541
1013,viol11hsdipl13,-0.045969174815544425
458,crime12read311,-0.0457477215494103
2097,prop13aastud13,-0.04553662350223624
2498,juvarr11hsabio11,-0.04542039051082051
2478,juvarr11math511,-0.045326337815162446
3951,caslt12hstud11,-0.04526523887425508
1051,viol11biz4_13,-0.0446514224478134
1930,prop12wstud10,-0.043799841383530304
2899,domvio10biz4_13,-0.04377199044665843
2159,prop13hsaeng12,-0.0437370165264215
2356,juvarr11lesshs13,-0.043641175383020016
4570,caracc12biz1_12,-0.04346096515512489
4712,gunhom11wrkout11,-0.04331218781725942
1837,prop11drop11,-0.04313075526926548
2049,prop13biz1_11,-0.04273631363002063
687,crime14crehab12,-0.04253764246721351
1932,prop12wstud12,-0.04239652214978551
43,crime10biz4_13,-0.04216246574968238
5463,arrest14hstud11,-0.04167903950322363
3306,domvio12ready11,-0.04162029710100959
2863,domvio10wrkout10,-0.04152201986378189
1044,viol11biz2_10,-0.041516867249431925
2099,prop13wstud11,-0.04130436625654953
2100,prop13wstud12,-0.041214873781906844
1925,prop12hsenrol13,-0.041049001074227105
1923,prop12hsenrol11,-0.041048194709357964
1913,prop12hsattend10,-0.04099959167134222
1122,viol11ready11,-0.040995880465403124
498,crime12compl12,-0.04086947147648801
499,crime12compl13,-0.04086947147648801
2091,prop13hsenrol11,-0.04086494791135435
1916,prop12hsattend13,-0.04073974307297719
1914,prop12hsattend11,-0.040697630290132784
1924,prop12hsenrol12,-0.040691338027537625
2081,prop13hsattend10,-0.04065845771126993
3904,caslt12biz4_10,-0.04065034384184011
2093,prop13hsenrol13,-0.04061821585376183
1915,prop12hsattend12,-0.040604829123454735
2082,prop13hsattend11,-0.04045081901604673
2092,prop13hsenrol12,-0.040414167459903685
2083,prop13hsattend12,-0.0403095021581415
2084,prop13hsattend13,-0.04024857875086164
1909,prop12mattend10,-0.039977074477290646
1910,prop12mattend11,-0.03991023548835259
1755,prop11hsenrol11,-0.039904341078102944
2249,prop14hsattend10,-0.03984435301694529
3521,shoot11compl11,-0.03983131805326166
1745,prop11hsattend10,-0.03969818894357058
1757,prop11hsenrol13,-0.03966976177348536
2259,prop14hsenrol11,-0.03965023663301414
1921,prop12menrol12,-0.03960018087009257
4601,caracc12hsattend10,-0.039559479102224356
1911,prop12mattend12,-0.03954762063060989
1746,prop11hsattend11,-0.03949667225860784
2261,prop14hsenrol13,-0.03948160678777165
1920,prop12menrol11,-0.03945491382314767
2250,prop14hsattend11,-0.0394150456912203
1748,prop11hsattend13,-0.03936760544016006
2260,prop14hsenrol12,-0.039339390344647764
1756,prop11hsenrol12,-0.039292380994947515
2078,prop13mattend11,-0.03926056389107342
1747,prop11hsattend12,-0.039258870491442215
2252,prop14hsattend13,-0.03921847158367379
2251,prop14hsattend12,-0.03920892867589458
1922,prop12menrol13,-0.0390577181803345
1912,prop12mattend13,-0.03902849189850324
2442,juvarr11abse10,-0.03895054367169628
5093,gunhom13neiemp11,-0.03893938531593699
2872,domvio10crehab13,-0.03893227973414286
2089,prop13menrol12,-0.03881094980874505
2310,prop14math511,-0.03880465704986379
2088,prop13menrol11,-0.03878123031838109
4613,caracc12hsenrol13,-0.03876011801833487
2077,prop13mattend10,-0.03869907309741232
4611,caracc12hsenrol11,-0.03869537428790931
2079,prop13mattend12,-0.038615511768786345
4604,caracc12hsattend13,-0.03858959035446266
1741,prop11mattend10,-0.038539813007300125
1170,viol11compl12,-0.038526354632184456
1171,viol11compl13,-0.038526354632184456
1003,viol10compl13,-0.03847608099892879
1002,viol10compl12,-0.03847608099892879
